dataset_id,lookback,horizon,include_eu,gru_units,dropout,learning_rate,batch_size,epochs,fold_count,mean_rmse_co2,mean_rmse_gdp,mean_rmse_avg,rank
analysis_panel_imputed_m1_1990_2023,3,1,False,32,0.1,0.003,32,10,7,1298.7057495117188,3.173254523958479,650.9395020178387,1
analysis_panel_imputed_m1_1990_2023,3,1,False,24,0.1,0.003,32,10,7,1303.233633858817,3.081702317510332,653.1576680881636,2
analysis_panel_imputed_m1_1990_2023,3,1,False,32,0.1,0.001,32,10,7,1330.5306919642858,3.1557829720633372,666.8432374681745,3
analysis_panel_imputed_m1_1990_2023,3,1,False,24,0.1,0.001,32,10,7,1334.4140450613838,3.118261473519462,668.7661532674517,4
