target,headline_rmse,RMSE_min,RMSE_max,headline_mae,MAE_min,MAE_max,headline_nrmse,nRMSE_min,nRMSE_max,headline_bias,Bias_min,Bias_max,headline_da,DA_min,DA_max,scenario,diagnostic_scope,baseline_rmse,delta_rmse_vs_baseline,delta_rmse_percent_vs_baseline
co2_emissions,1403.981225798577,886.891692936629,1810.9501649686554,372.0357753208705,281.8716735839844,437.13214111328125,3.4927940368652344,2.8811862468719482,3.9272942543029785,328.964590890067,256.9177551269531,362.0622863769531,0.461734693877551,0.4107142857142857,0.5357142857142857,baseline_imputed,local_single_imputation_diagnostic,1403.981225798577,0.0,0.0
co2_emissions,1403.5724981253484,886.9532118437816,1803.7121444399047,373.13296944754467,281.76629638671875,441.75384521484375,3.492206198828561,2.8813860416412354,3.911597490310669,325.72254725864957,256.8780822753906,359.2419128417969,0.461734693877551,0.39285714285714285,0.5535714285714286,mnar_downshift_0.25sd,local_single_imputation_diagnostic,1403.981225798577,-0.4087276732286682,-0.029112046921865788
co2_emissions,1405.303814741623,886.9175201223618,1813.189317197738,372.3430742536272,281.7131042480469,436.5139465332031,3.4961060115269254,2.881270170211792,3.93215012550354,334.4482116699219,256.7241516113281,361.36236572265625,0.4744897959183674,0.4107142857142857,0.5357142857142857,mnar_upshift_0.25sd,local_single_imputation_diagnostic,1403.981225798577,1.3225889430459574,0.09420275134332198
gdp_growth,3.6038404879147907,2.1051132666407675,8.213068749926279,2.928506170000349,1.6543066501617432,7.3473100662231445,0.9740089518683297,0.5581232905387878,1.9252572059631348,-1.2685192062386446,-7.220961093902588,0.9597288966178894,0.6233687667444474,0.3157894736842105,0.7368421052631579,baseline_imputed,local_single_imputation_diagnostic,3.6038404879147907,0.0,0.0
gdp_growth,3.610170881014963,2.076054279948146,8.17032831846695,2.9369632516588484,1.6612727642059326,7.29843282699585,0.97739349092756,0.5504189729690552,1.9152381420135498,-1.3302668098892485,-7.170388698577881,0.9613792300224304,0.6134733385187106,0.3157894736842105,0.7192982456140351,mnar_downshift_0.25sd,local_single_imputation_diagnostic,3.6038404879147907,0.006330393100172138,0.17565686165635347
gdp_growth,3.597354975730809,2.07088879895398,8.237865424842317,2.9231272084372386,1.653414249420166,7.37120246887207,0.9715215819222587,0.549049437046051,1.9310698509216309,-1.2900046312383242,-7.245787143707275,0.9946751594543457,0.6159363927059027,0.3157894736842105,0.7192982456140351,mnar_upshift_0.25sd,local_single_imputation_diagnostic,3.6038404879147907,-0.006485512183981523,-0.17996113328906213
