dataset_id,lookback,horizon,include_eu,gru_units,dropout,learning_rate,batch_size,epochs,fold_count,mean_rmse_co2,mean_rmse_gdp,mean_rmse_avg,rank
panel_v9_mi1,3,1,True,32,0.1,0.003,32,10,7,1348.621294294085,3.1209596395492554,675.8711269668171,1
panel_v9_mi1,3,1,True,24,0.1,0.003,32,10,7,1357.2776489257812,3.142484494618007,680.2100667101996,2
panel_v9_mi1,3,1,True,32,0.1,0.001,32,10,7,1390.6717180524554,3.133636849267142,696.9026774508612,3
panel_v9_mi1,3,1,True,24,0.1,0.001,32,10,7,1394.3150634765625,3.1079693181174144,698.71151639734,4
